id,filepath,site,label
ZJ001736,train_features/ZJ001736.jpg,S0026,7
ZJ001737,train_features/ZJ001737.jpg,S0120,7
ZJ001739,train_features/ZJ001739.jpg,S0060,3
ZJ001740,train_features/ZJ001740.jpg,S0008,6
ZJ001741,train_features/ZJ001741.jpg,S0069,6
ZJ001742,train_features/ZJ001742.jpg,S0071,3
ZJ001743,train_features/ZJ001743.jpg,S0061,0
ZJ001744,train_features/ZJ001744.jpg,S0043,5
ZJ001745,train_features/ZJ001745.jpg,S0009,1
ZJ001746,train_features/ZJ001746.jpg,S0141,1
ZJ001747,train_features/ZJ001747.jpg,S0023,5
ZJ001748,train_features/ZJ001748.jpg,S0101,1
ZJ001749,train_features/ZJ001749.jpg,S0022,2
ZJ001750,train_features/ZJ001750.jpg,S0184,3
ZJ001751,train_features/ZJ001751.jpg,S0018,1
ZJ001752,train_features/ZJ001752.jpg,S0089,6
ZJ001753,train_features/ZJ001753.jpg,S0029,5
ZJ001755,train_features/ZJ001755.jpg,S0043,7
ZJ001756,train_features/ZJ001756.jpg,S0060,3
ZJ001757,train_features/ZJ001757.jpg,S0060,3
ZJ001760,train_features/ZJ001760.jpg,S0159,4
ZJ001761,train_features/ZJ001761.jpg,S0020,6
ZJ001763,train_features/ZJ001763.jpg,S0009,4
ZJ001764,train_features/ZJ001764.jpg,S0038,5
ZJ001765,train_features/ZJ001765.jpg,S0136,2
ZJ001766,train_features/ZJ001766.jpg,S0038,5
ZJ001767,train_features/ZJ001767.jpg,S0127,6
ZJ001769,train_features/ZJ001769.jpg,S0062,7
ZJ001772,train_features/ZJ001772.jpg,S0060,3
ZJ001774,train_features/ZJ001774.jpg,S0032,1
ZJ001775,train_features/ZJ001775.jpg,S0009,1
ZJ001776,train_features/ZJ001776.jpg,S0062,7
ZJ001777,train_features/ZJ001777.jpg,S0147,7
ZJ001778,train_features/ZJ001778.jpg,S0020,2
ZJ001780,train_features/ZJ001780.jpg,S0123,0
ZJ001781,train_features/ZJ001781.jpg,S0043,5
ZJ001782,train_features/ZJ001782.jpg,S0081,6
ZJ001783,train_features/ZJ001783.jpg,S0115,6
ZJ001784,train_features/ZJ001784.jpg,S0022,6
ZJ001785,train_features/ZJ001785.jpg,S0008,1
ZJ001787,train_features/ZJ001787.jpg,S0131,1
ZJ001789,train_features/ZJ001789.jpg,S0074,1
ZJ001790,train_features/ZJ001790.jpg,S0004,1
ZJ001791,train_features/ZJ001791.jpg,S0038,5
ZJ001792,train_features/ZJ001792.jpg,S0031,5
ZJ001793,train_features/ZJ001793.jpg,S0009,4
ZJ001794,train_features/ZJ001794.jpg,S0101,7
ZJ001795,train_features/ZJ001795.jpg,S0009,3
ZJ001796,train_features/ZJ001796.jpg,S0036,5
ZJ001797,train_features/ZJ001797.jpg,S0179,5
ZJ001798,train_features/ZJ001798.jpg,S0062,7
ZJ001799,train_features/ZJ001799.jpg,S0031,7
ZJ001800,train_features/ZJ001800.jpg,S0009,2
ZJ001801,train_features/ZJ001801.jpg,S0051,3
ZJ001802,train_features/ZJ001802.jpg,S0009,3
ZJ001803,train_features/ZJ001803.jpg,S0089,6
ZJ001804,train_features/ZJ001804.jpg,S0038,5
ZJ001805,train_features/ZJ001805.jpg,S0134,1
ZJ001806,train_features/ZJ001806.jpg,S0120,7
ZJ001807,train_features/ZJ001807.jpg,S0020,3
ZJ001808,train_features/ZJ001808.jpg,S0009,4
ZJ001810,train_features/ZJ001810.jpg,S0060,3
ZJ001811,train_features/ZJ001811.jpg,S0115,1
ZJ001812,train_features/ZJ001812.jpg,S0084,5
ZJ001814,train_features/ZJ001814.jpg,S0185,5
ZJ001815,train_features/ZJ001815.jpg,S0068,2
ZJ001816,train_features/ZJ001816.jpg,S0139,4
ZJ001817,train_features/ZJ001817.jpg,S0150,6
ZJ001819,train_features/ZJ001819.jpg,S0013,0
ZJ001820,train_features/ZJ001820.jpg,S0009,6
ZJ001821,train_features/ZJ001821.jpg,S0020,3
ZJ001822,train_features/ZJ001822.jpg,S0185,2
ZJ001823,train_features/ZJ001823.jpg,S0029,0
ZJ001824,train_features/ZJ001824.jpg,S0047,0
ZJ001825,train_features/ZJ001825.jpg,S0124,0
ZJ001826,train_features/ZJ001826.jpg,S0009,7
ZJ001827,train_features/ZJ001827.jpg,S0163,2
ZJ001829,train_features/ZJ001829.jpg,S0008,2
ZJ001830,train_features/ZJ001830.jpg,S0163,4
ZJ001831,train_features/ZJ001831.jpg,S0002,7
ZJ001832,train_features/ZJ001832.jpg,S0049,0
ZJ001833,train_features/ZJ001833.jpg,S0136,7
ZJ001834,train_features/ZJ001834.jpg,S0096,5
ZJ001837,train_features/ZJ001837.jpg,S0003,6
ZJ001838,train_features/ZJ001838.jpg,S0014,4
ZJ001839,train_features/ZJ001839.jpg,S0060,3
ZJ001842,train_features/ZJ001842.jpg,S0069,6
ZJ001843,train_features/ZJ001843.jpg,S0018,1
ZJ001844,train_features/ZJ001844.jpg,S0043,5
ZJ001845,train_features/ZJ001845.jpg,S0030,0
ZJ001846,train_features/ZJ001846.jpg,S0036,2
ZJ001847,train_features/ZJ001847.jpg,S0139,4
ZJ001848,train_features/ZJ001848.jpg,S0060,0
ZJ001849,train_features/ZJ001849.jpg,S0141,1
ZJ001850,train_features/ZJ001850.jpg,S0172,2
ZJ001851,train_features/ZJ001851.jpg,S0089,2
ZJ001852,train_features/ZJ001852.jpg,S0060,3
ZJ001853,train_features/ZJ001853.jpg,S0010,7
ZJ001854,train_features/ZJ001854.jpg,S0008,6
ZJ001855,train_features/ZJ001855.jpg,S0060,3
ZJ001856,train_features/ZJ001856.jpg,S0023,5
ZJ001857,train_features/ZJ001857.jpg,S0137,0
ZJ001858,train_features/ZJ001858.jpg,S0008,7
ZJ001860,train_features/ZJ001860.jpg,S0096,5
ZJ001862,train_features/ZJ001862.jpg,S0071,6
ZJ001863,train_features/ZJ001863.jpg,S0021,0
ZJ001864,train_features/ZJ001864.jpg,S0045,6
ZJ001865,train_features/ZJ001865.jpg,S0120,1
ZJ001866,train_features/ZJ001866.jpg,S0089,3
ZJ001867,train_features/ZJ001867.jpg,S0044,0
ZJ001868,train_features/ZJ001868.jpg,S0071,5
ZJ001869,train_features/ZJ001869.jpg,S0008,1
ZJ001871,train_features/ZJ001871.jpg,S0016,3
ZJ001872,train_features/ZJ001872.jpg,S0120,7
ZJ001874,train_features/ZJ001874.jpg,S0060,3
ZJ001875,train_features/ZJ001875.jpg,S0038,5
ZJ001876,train_features/ZJ001876.jpg,S0062,0
ZJ001877,train_features/ZJ001877.jpg,S0062,6
ZJ001878,train_features/ZJ001878.jpg,S0093,2
ZJ001882,train_features/ZJ001882.jpg,S0138,6
ZJ001884,train_features/ZJ001884.jpg,S0096,5
ZJ001885,train_features/ZJ001885.jpg,S0023,2
ZJ001886,train_features/ZJ001886.jpg,S0060,3
ZJ001887,train_features/ZJ001887.jpg,S0138,0
ZJ001888,train_features/ZJ001888.jpg,S0009,3
ZJ001890,train_features/ZJ001890.jpg,S0141,0
ZJ001891,train_features/ZJ001891.jpg,S0122,2
ZJ001892,train_features/ZJ001892.jpg,S0009,2
ZJ001893,train_features/ZJ001893.jpg,S0069,0
ZJ001895,train_features/ZJ001895.jpg,S0016,1
ZJ001896,train_features/ZJ001896.jpg,S0036,4
ZJ001897,train_features/ZJ001897.jpg,S0157,2
ZJ001898,train_features/ZJ001898.jpg,S0060,3
ZJ001899,train_features/ZJ001899.jpg,S0013,0
ZJ001900,train_features/ZJ001900.jpg,S0014,5
ZJ001901,train_features/ZJ001901.jpg,S0077,2
ZJ001903,train_features/ZJ001903.jpg,S0089,6
ZJ001904,train_features/ZJ001904.jpg,S0134,1
ZJ001905,train_features/ZJ001905.jpg,S0060,2
ZJ001906,train_features/ZJ001906.jpg,S0108,0
ZJ001907,train_features/ZJ001907.jpg,S0149,7
ZJ001908,train_features/ZJ001908.jpg,S0008,7
ZJ001909,train_features/ZJ001909.jpg,S0009,6
ZJ001910,train_features/ZJ001910.jpg,S0043,7
ZJ001911,train_features/ZJ001911.jpg,S0170,4
ZJ001912,train_features/ZJ001912.jpg,S0101,3
ZJ001913,train_features/ZJ001913.jpg,S0062,3
ZJ001914,train_features/ZJ001914.jpg,S0136,2
ZJ001915,train_features/ZJ001915.jpg,S0122,2
ZJ001916,train_features/ZJ001916.jpg,S0075,6
ZJ001917,train_features/ZJ001917.jpg,S0049,0
ZJ001918,train_features/ZJ001918.jpg,S0060,3
ZJ001919,train_features/ZJ001919.jpg,S0071,3
ZJ001920,train_features/ZJ001920.jpg,S0031,5
ZJ001922,train_features/ZJ001922.jpg,S0122,3
ZJ001926,train_features/ZJ001926.jpg,S0101,0
ZJ001927,train_features/ZJ001927.jpg,S0038,5
ZJ001928,train_features/ZJ001928.jpg,S0069,7
ZJ001930,train_features/ZJ001930.jpg,S0038,5
ZJ001931,train_features/ZJ001931.jpg,S0123,0
ZJ001932,train_features/ZJ001932.jpg,S0003,6
ZJ001933,train_features/ZJ001933.jpg,S0092,2
ZJ001934,train_features/ZJ001934.jpg,S0038,5
ZJ001935,train_features/ZJ001935.jpg,S0009,1
ZJ001936,train_features/ZJ001936.jpg,S0043,5
ZJ001937,train_features/ZJ001937.jpg,S0093,1
ZJ001938,train_features/ZJ001938.jpg,S0009,6
ZJ001939,train_features/ZJ001939.jpg,S0139,7
ZJ001940,train_features/ZJ001940.jpg,S0020,3
ZJ001941,train_features/ZJ001941.jpg,S0024,5
ZJ001943,train_features/ZJ001943.jpg,S0089,6
ZJ001944,train_features/ZJ001944.jpg,S0022,6
ZJ001945,train_features/ZJ001945.jpg,S0014,5
ZJ001946,train_features/ZJ001946.jpg,S0038,5
ZJ001947,train_features/ZJ001947.jpg,S0004,6
ZJ001948,train_features/ZJ001948.jpg,S0030,4
ZJ001949,train_features/ZJ001949.jpg,S0074,1
ZJ001951,train_features/ZJ001951.jpg,S0069,6
ZJ001952,train_features/ZJ001952.jpg,S0026,1
ZJ001953,train_features/ZJ001953.jpg,S0164,0
ZJ001954,train_features/ZJ001954.jpg,S0029,2
ZJ001955,train_features/ZJ001955.jpg,S0013,0
ZJ001957,train_features/ZJ001957.jpg,S0083,5
ZJ001958,train_features/ZJ001958.jpg,S0036,2
ZJ001959,train_features/ZJ001959.jpg,S0014,6
ZJ001960,train_features/ZJ001960.jpg,S0070,7
ZJ001962,train_features/ZJ001962.jpg,S0164,0
ZJ001963,train_features/ZJ001963.jpg,S0047,2
ZJ001965,train_features/ZJ001965.jpg,S0062,0
ZJ001966,train_features/ZJ001966.jpg,S0062,2
ZJ001967,train_features/ZJ001967.jpg,S0110,0
ZJ001968,train_features/ZJ001968.jpg,S0139,4
ZJ001969,train_features/ZJ001969.jpg,S0074,6
ZJ001970,train_features/ZJ001970.jpg,S0074,1
ZJ001972,train_features/ZJ001972.jpg,S0036,0
ZJ001974,train_features/ZJ001974.jpg,S0036,6
ZJ001975,train_features/ZJ001975.jpg,S0018,2
ZJ001976,train_features/ZJ001976.jpg,S0096,5
ZJ001977,train_features/ZJ001977.jpg,S0008,6
ZJ001978,train_features/ZJ001978.jpg,S0022,5
ZJ001979,train_features/ZJ001979.jpg,S0049,0
ZJ001980,train_features/ZJ001980.jpg,S0023,5
ZJ001982,train_features/ZJ001982.jpg,S0022,5
ZJ001983,train_features/ZJ001983.jpg,S0085,5
ZJ001985,train_features/ZJ001985.jpg,S0071,3
ZJ001986,train_features/ZJ001986.jpg,S0060,3
ZJ001987,train_features/ZJ001987.jpg,S0035,0
ZJ001988,train_features/ZJ001988.jpg,S0074,4
ZJ001989,train_features/ZJ001989.jpg,S0022,2
ZJ001990,train_features/ZJ001990.jpg,S0070,7
ZJ001991,train_features/ZJ001991.jpg,S0060,3
ZJ001992,train_features/ZJ001992.jpg,S0060,3
ZJ001993,train_features/ZJ001993.jpg,S0170,0
ZJ001996,train_features/ZJ001996.jpg,S0008,2
ZJ001997,train_features/ZJ001997.jpg,S0069,6
ZJ001998,train_features/ZJ001998.jpg,S0136,0
ZJ001999,train_features/ZJ001999.jpg,S0062,7
ZJ002001,train_features/ZJ002001.jpg,S0029,2
ZJ002002,train_features/ZJ002002.jpg,S0036,7
ZJ002003,train_features/ZJ002003.jpg,S0060,7
ZJ002004,train_features/ZJ002004.jpg,S0051,2
ZJ002005,train_features/ZJ002005.jpg,S0120,2
ZJ002008,train_features/ZJ002008.jpg,S0070,0
ZJ002009,train_features/ZJ002009.jpg,S0101,4
ZJ002010,train_features/ZJ002010.jpg,S0049,1
ZJ002011,train_features/ZJ002011.jpg,S0021,5
ZJ002012,train_features/ZJ002012.jpg,S0062,1
ZJ002014,train_features/ZJ002014.jpg,S0071,7
ZJ002015,train_features/ZJ002015.jpg,S0060,3
ZJ002016,train_features/ZJ002016.jpg,S0085,0
ZJ002017,train_features/ZJ002017.jpg,S0139,4
ZJ002018,train_features/ZJ002018.jpg,S0071,5
ZJ002019,train_features/ZJ002019.jpg,S0159,4
ZJ002020,train_features/ZJ002020.jpg,S0083,5
ZJ002021,train_features/ZJ002021.jpg,S0130,7
ZJ002022,train_features/ZJ002022.jpg,S0141,1
ZJ002024,train_features/ZJ002024.jpg,S0009,1
ZJ002025,train_features/ZJ002025.jpg,S0069,7
ZJ002026,train_features/ZJ002026.jpg,S0069,6
ZJ002027,train_features/ZJ002027.jpg,S0136,6
ZJ002028,train_features/ZJ002028.jpg,S0179,5
ZJ002029,train_features/ZJ002029.jpg,S0101,3
ZJ002030,train_features/ZJ002030.jpg,S0060,4
ZJ002031,train_features/ZJ002031.jpg,S0141,1
ZJ002032,train_features/ZJ002032.jpg,S0120,7
ZJ002033,train_features/ZJ002033.jpg,S0060,0
ZJ002034,train_features/ZJ002034.jpg,S0121,2
ZJ002035,train_features/ZJ002035.jpg,S0179,5
ZJ002036,train_features/ZJ002036.jpg,S0008,3
ZJ002037,train_features/ZJ002037.jpg,S0069,0
ZJ002038,train_features/ZJ002038.jpg,S0089,6
ZJ002040,train_features/ZJ002040.jpg,S0008,7
ZJ002041,train_features/ZJ002041.jpg,S0069,6
ZJ002042,train_features/ZJ002042.jpg,S0060,3
ZJ002043,train_features/ZJ002043.jpg,S0071,7
ZJ002044,train_features/ZJ002044.jpg,S0122,2
ZJ002045,train_features/ZJ002045.jpg,S0130,1
ZJ002046,train_features/ZJ002046.jpg,S0022,2
ZJ002047,train_features/ZJ002047.jpg,S0008,7
ZJ002048,train_features/ZJ002048.jpg,S0108,6
ZJ002049,train_features/ZJ002049.jpg,S0070,2
ZJ002050,train_features/ZJ002050.jpg,S0110,1
ZJ002051,train_features/ZJ002051.jpg,S0060,0
ZJ002052,train_features/ZJ002052.jpg,S0083,5
ZJ002053,train_features/ZJ002053.jpg,S0051,3
ZJ002054,train_features/ZJ002054.jpg,S0101,1
ZJ002056,train_features/ZJ002056.jpg,S0038,5
ZJ002057,train_features/ZJ002057.jpg,S0013,6
ZJ002058,train_features/ZJ002058.jpg,S0096,2
ZJ002059,train_features/ZJ002059.jpg,S0021,1
ZJ002060,train_features/ZJ002060.jpg,S0163,6
ZJ002062,train_features/ZJ002062.jpg,S0047,4
ZJ002063,train_features/ZJ002063.jpg,S0120,1
ZJ002064,train_features/ZJ002064.jpg,S0075,6
ZJ002065,train_features/ZJ002065.jpg,S0121,6
ZJ002067,train_features/ZJ002067.jpg,S0031,2
ZJ002070,train_features/ZJ002070.jpg,S0127,0
ZJ002071,train_features/ZJ002071.jpg,S0060,3
ZJ002072,train_features/ZJ002072.jpg,S0049,1
ZJ002073,train_features/ZJ002073.jpg,S0022,6
ZJ002074,train_features/ZJ002074.jpg,S0089,5
ZJ002075,train_features/ZJ002075.jpg,S0120,7
ZJ002078,train_features/ZJ002078.jpg,S0062,7
ZJ002081,train_features/ZJ002081.jpg,S0060,3
ZJ002082,train_features/ZJ002082.jpg,S0023,5
ZJ002083,train_features/ZJ002083.jpg,S0120,4
ZJ002084,train_features/ZJ002084.jpg,S0003,2
ZJ002086,train_features/ZJ002086.jpg,S0076,2
ZJ002087,train_features/ZJ002087.jpg,S0060,3
ZJ002088,train_features/ZJ002088.jpg,S0051,7
ZJ002089,train_features/ZJ002089.jpg,S0060,3
ZJ002090,train_features/ZJ002090.jpg,S0134,6
ZJ002091,train_features/ZJ002091.jpg,S0147,7
ZJ002093,train_features/ZJ002093.jpg,S0141,1
ZJ002094,train_features/ZJ002094.jpg,S0023,2
ZJ002095,train_features/ZJ002095.jpg,S0127,3
ZJ002096,train_features/ZJ002096.jpg,S0008,2
ZJ002097,train_features/ZJ002097.jpg,S0046,6
ZJ002098,train_features/ZJ002098.jpg,S0110,2
ZJ002099,train_features/ZJ002099.jpg,S0029,0
ZJ002100,train_features/ZJ002100.jpg,S0070,0
ZJ002101,train_features/ZJ002101.jpg,S0009,6
ZJ002102,train_features/ZJ002102.jpg,S0023,5
ZJ002103,train_features/ZJ002103.jpg,S0002,2
ZJ002106,train_features/ZJ002106.jpg,S0009,1
ZJ002107,train_features/ZJ002107.jpg,S0021,3
ZJ002108,train_features/ZJ002108.jpg,S0101,7
ZJ002110,train_features/ZJ002110.jpg,S0193,2
ZJ002111,train_features/ZJ002111.jpg,S0101,2
ZJ002112,train_features/ZJ002112.jpg,S0085,5
ZJ002113,train_features/ZJ002113.jpg,S0043,7
ZJ002116,train_features/ZJ002116.jpg,S0002,1
ZJ002117,train_features/ZJ002117.jpg,S0029,5
ZJ002118,train_features/ZJ002118.jpg,S0141,1
ZJ002119,train_features/ZJ002119.jpg,S0014,7
ZJ002120,train_features/ZJ002120.jpg,S0022,5
ZJ002121,train_features/ZJ002121.jpg,S0045,0
ZJ002122,train_features/ZJ002122.jpg,S0070,0
ZJ002123,train_features/ZJ002123.jpg,S0060,3
ZJ002124,train_features/ZJ002124.jpg,S0049,3
ZJ002125,train_features/ZJ002125.jpg,S0156,4
ZJ002126,train_features/ZJ002126.jpg,S0089,2
ZJ002127,train_features/ZJ002127.jpg,S0023,2
ZJ002128,train_features/ZJ002128.jpg,S0026,1
ZJ002129,train_features/ZJ002129.jpg,S0069,2
ZJ002130,train_features/ZJ002130.jpg,S0089,6
ZJ002131,train_features/ZJ002131.jpg,S0022,6
ZJ002133,train_features/ZJ002133.jpg,S0060,3
ZJ002134,train_features/ZJ002134.jpg,S0141,1
ZJ002135,train_features/ZJ002135.jpg,S0163,2
ZJ002136,train_features/ZJ002136.jpg,S0050,2
ZJ002137,train_features/ZJ002137.jpg,S0074,0
ZJ002138,train_features/ZJ002138.jpg,S0014,5
ZJ002139,train_features/ZJ002139.jpg,S0141,1
ZJ002140,train_features/ZJ002140.jpg,S0136,6
ZJ002141,train_features/ZJ002141.jpg,S0093,7
ZJ002142,train_features/ZJ002142.jpg,S0071,6
ZJ002143,train_features/ZJ002143.jpg,S0060,3
ZJ002144,train_features/ZJ002144.jpg,S0136,0
ZJ002145,train_features/ZJ002145.jpg,S0008,7
ZJ002146,train_features/ZJ002146.jpg,S0110,0
ZJ002147,train_features/ZJ002147.jpg,S0009,1
ZJ002149,train_features/ZJ002149.jpg,S0081,2
ZJ002150,train_features/ZJ002150.jpg,S0089,6
ZJ002151,train_features/ZJ002151.jpg,S0139,4
ZJ002153,train_features/ZJ002153.jpg,S0023,5
ZJ002155,train_features/ZJ002155.jpg,S0084,5
ZJ002156,train_features/ZJ002156.jpg,S0036,7
ZJ002159,train_features/ZJ002159.jpg,S0071,6
ZJ002160,train_features/ZJ002160.jpg,S0120,7
ZJ002161,train_features/ZJ002161.jpg,S0060,3
ZJ002163,train_features/ZJ002163.jpg,S0002,7
ZJ002164,train_features/ZJ002164.jpg,S0049,0
ZJ002165,train_features/ZJ002165.jpg,S0074,1
ZJ002166,train_features/ZJ002166.jpg,S0101,0
ZJ002167,train_features/ZJ002167.jpg,S0184,3
ZJ002168,train_features/ZJ002168.jpg,S0141,0
ZJ002169,train_features/ZJ002169.jpg,S0002,2
ZJ002170,train_features/ZJ002170.jpg,S0025,0
ZJ002171,train_features/ZJ002171.jpg,S0134,1
ZJ002172,train_features/ZJ002172.jpg,S0089,6
ZJ002173,train_features/ZJ002173.jpg,S0137,7
ZJ002174,train_features/ZJ002174.jpg,S0120,1
ZJ002176,train_features/ZJ002176.jpg,S0172,2
ZJ002177,train_features/ZJ002177.jpg,S0008,7
ZJ002178,train_features/ZJ002178.jpg,S0008,6
ZJ002179,train_features/ZJ002179.jpg,S0122,0
ZJ002181,train_features/ZJ002181.jpg,S0141,1
ZJ002182,train_features/ZJ002182.jpg,S0060,3
ZJ002183,train_features/ZJ002183.jpg,S0003,0
ZJ002185,train_features/ZJ002185.jpg,S0017,6
ZJ002186,train_features/ZJ002186.jpg,S0008,6
ZJ002187,train_features/ZJ002187.jpg,S0021,5
ZJ002188,train_features/ZJ002188.jpg,S0108,0
ZJ002189,train_features/ZJ002189.jpg,S0036,0
ZJ002190,train_features/ZJ002190.jpg,S0170,0
ZJ002191,train_features/ZJ002191.jpg,S0110,6
ZJ002193,train_features/ZJ002193.jpg,S0032,2
ZJ002194,train_features/ZJ002194.jpg,S0068,6
ZJ002195,train_features/ZJ002195.jpg,S0150,5
ZJ002196,train_features/ZJ002196.jpg,S0051,1
ZJ002197,train_features/ZJ002197.jpg,S0043,5
ZJ002198,train_features/ZJ002198.jpg,S0179,5
ZJ002200,train_features/ZJ002200.jpg,S0196,6
ZJ002201,train_features/ZJ002201.jpg,S0172,2
ZJ002202,train_features/ZJ002202.jpg,S0163,6
ZJ002203,train_features/ZJ002203.jpg,S0060,0
ZJ002204,train_features/ZJ002204.jpg,S0038,5
ZJ002205,train_features/ZJ002205.jpg,S0174,7
ZJ002206,train_features/ZJ002206.jpg,S0021,0
ZJ002208,train_features/ZJ002208.jpg,S0137,0
ZJ002209,train_features/ZJ002209.jpg,S0163,6
ZJ002211,train_features/ZJ002211.jpg,S0022,5
ZJ002212,train_features/ZJ002212.jpg,S0008,6
ZJ002214,train_features/ZJ002214.jpg,S0136,1
ZJ002216,train_features/ZJ002216.jpg,S0025,7
ZJ002217,train_features/ZJ002217.jpg,S0014,5
ZJ002218,train_features/ZJ002218.jpg,S0130,2
ZJ002219,train_features/ZJ002219.jpg,S0008,1
ZJ002220,train_features/ZJ002220.jpg,S0060,3
ZJ002222,train_features/ZJ002222.jpg,S0008,2
ZJ002223,train_features/ZJ002223.jpg,S0004,3
ZJ002224,train_features/ZJ002224.jpg,S0089,2
ZJ002225,train_features/ZJ002225.jpg,S0062,7
ZJ002226,train_features/ZJ002226.jpg,S0061,2
ZJ002227,train_features/ZJ002227.jpg,S0023,5
ZJ002228,train_features/ZJ002228.jpg,S0060,3
ZJ002229,train_features/ZJ002229.jpg,S0024,5
ZJ002231,train_features/ZJ002231.jpg,S0014,4
ZJ002233,train_features/ZJ002233.jpg,S0071,0
ZJ002234,train_features/ZJ002234.jpg,S0124,0
ZJ002235,train_features/ZJ002235.jpg,S0047,0
ZJ002237,train_features/ZJ002237.jpg,S0096,5
ZJ002238,train_features/ZJ002238.jpg,S0043,5
ZJ002239,train_features/ZJ002239.jpg,S0060,0
ZJ002240,train_features/ZJ002240.jpg,S0120,1
ZJ002241,train_features/ZJ002241.jpg,S0077,2
ZJ002243,train_features/ZJ002243.jpg,S0060,3
ZJ002244,train_features/ZJ002244.jpg,S0081,0
ZJ002246,train_features/ZJ002246.jpg,S0120,4
ZJ002247,train_features/ZJ002247.jpg,S0010,7
ZJ002249,train_features/ZJ002249.jpg,S0120,7
ZJ002250,train_features/ZJ002250.jpg,S0076,2
ZJ002251,train_features/ZJ002251.jpg,S0120,1
ZJ002253,train_features/ZJ002253.jpg,S0185,2
ZJ002254,train_features/ZJ002254.jpg,S0147,7
ZJ002255,train_features/ZJ002255.jpg,S0062,0
ZJ002256,train_features/ZJ002256.jpg,S0051,7
ZJ002257,train_features/ZJ002257.jpg,S0036,0
ZJ002258,train_features/ZJ002258.jpg,S0038,5
ZJ002259,train_features/ZJ002259.jpg,S0043,5
ZJ002260,train_features/ZJ002260.jpg,S0071,1
ZJ002261,train_features/ZJ002261.jpg,S0008,1
ZJ002262,train_features/ZJ002262.jpg,S0136,2
ZJ002263,train_features/ZJ002263.jpg,S0029,0
ZJ002264,train_features/ZJ002264.jpg,S0049,7
ZJ002265,train_features/ZJ002265.jpg,S0009,4
ZJ002266,train_features/ZJ002266.jpg,S0036,7
ZJ002267,train_features/ZJ002267.jpg,S0120,0
ZJ002269,train_features/ZJ002269.jpg,S0123,0
ZJ002270,train_features/ZJ002270.jpg,S0094,2
ZJ002271,train_features/ZJ002271.jpg,S0159,4
ZJ002273,train_features/ZJ002273.jpg,S0060,3
ZJ002274,train_features/ZJ002274.jpg,S0163,4
ZJ002277,train_features/ZJ002277.jpg,S0043,5
ZJ002278,train_features/ZJ002278.jpg,S0083,5
ZJ002279,train_features/ZJ002279.jpg,S0060,0
ZJ002280,train_features/ZJ002280.jpg,S0122,3
ZJ002281,train_features/ZJ002281.jpg,S0136,0
ZJ002283,train_features/ZJ002283.jpg,S0060,3
ZJ002284,train_features/ZJ002284.jpg,S0071,6
ZJ002285,train_features/ZJ002285.jpg,S0127,0
ZJ002286,train_features/ZJ002286.jpg,S0070,0
ZJ002287,train_features/ZJ002287.jpg,S0043,0
ZJ002288,train_features/ZJ002288.jpg,S0108,2
ZJ002289,train_features/ZJ002289.jpg,S0036,5
ZJ002290,train_features/ZJ002290.jpg,S0008,7
ZJ002291,train_features/ZJ002291.jpg,S0093,7
ZJ002292,train_features/ZJ002292.jpg,S0030,5
ZJ002293,train_features/ZJ002293.jpg,S0020,3
ZJ002294,train_features/ZJ002294.jpg,S0120,1
ZJ002296,train_features/ZJ002296.jpg,S0062,7
ZJ002297,train_features/ZJ002297.jpg,S0158,0
ZJ002298,train_features/ZJ002298.jpg,S0147,7
ZJ002299,train_features/ZJ002299.jpg,S0083,5
ZJ002300,train_features/ZJ002300.jpg,S0127,6
ZJ002302,train_features/ZJ002302.jpg,S0069,0
ZJ002305,train_features/ZJ002305.jpg,S0049,7
ZJ002306,train_features/ZJ002306.jpg,S0049,1
ZJ002307,train_features/ZJ002307.jpg,S0014,2
ZJ002309,train_features/ZJ002309.jpg,S0060,3
ZJ002310,train_features/ZJ002310.jpg,S0070,6
ZJ002311,train_features/ZJ002311.jpg,S0121,7
ZJ002312,train_features/ZJ002312.jpg,S0134,2
ZJ002314,train_features/ZJ002314.jpg,S0120,1
ZJ002315,train_features/ZJ002315.jpg,S0179,2
ZJ002316,train_features/ZJ002316.jpg,S0062,3
ZJ002317,train_features/ZJ002317.jpg,S0071,7
ZJ002318,train_features/ZJ002318.jpg,S0134,6
ZJ002319,train_features/ZJ002319.jpg,S0023,3
ZJ002320,train_features/ZJ002320.jpg,S0023,5
ZJ002321,train_features/ZJ002321.jpg,S0060,6
ZJ002322,train_features/ZJ002322.jpg,S0009,4
ZJ002323,train_features/ZJ002323.jpg,S0069,7
ZJ002324,train_features/ZJ002324.jpg,S0035,0
ZJ002325,train_features/ZJ002325.jpg,S0014,4
ZJ002326,train_features/ZJ002326.jpg,S0060,3
ZJ002327,train_features/ZJ002327.jpg,S0060,3
ZJ002328,train_features/ZJ002328.jpg,S0146,6
ZJ002329,train_features/ZJ002329.jpg,S0043,5
ZJ002330,train_features/ZJ002330.jpg,S0043,0
ZJ002331,train_features/ZJ002331.jpg,S0130,7
ZJ002332,train_features/ZJ002332.jpg,S0014,5
ZJ002333,train_features/ZJ002333.jpg,S0036,0
ZJ002334,train_features/ZJ002334.jpg,S0036,3
ZJ002335,train_features/ZJ002335.jpg,S0141,0
ZJ002336,train_features/ZJ002336.jpg,S0008,2
ZJ002337,train_features/ZJ002337.jpg,S0043,5
ZJ002338,train_features/ZJ002338.jpg,S0036,6
